prev,surface_area,compactness,rectangularity,diameter,convexity,eccentricity
27,2.7470448706404116,-0.04596841545345268,-0.3587142030144297,-0.14913610898627677,-0.5009974154462821,-0.08572103951348808
28,1.9767999473739375,-0.04596841545345268,0.41729758622388563,0.1393624370686421,0.4558749735133813,-0.08538545665420927
29,-0.1653738429400168,-0.04596841545345268,0.9244455666746485,0.045215424023407176,0.2599724075587326,-0.07479119451904083
30,-0.02862821061750874,-0.04596841545345268,0.263905493731878,-0.535686218083286,0.9320166080808362,-0.08864279869264904
31,0.06423631508835057,-0.04596841545345268,0.9876885790997868,-0.5639085227426539,0.8896455061500823,-0.08164202113558798
32,0.4699990694823934,-0.04596841545345268,-0.07600403642119952,0.287133320312009,0.05736537482560554,-0.08773693089739797
33,0.291771796564489,-0.04596841545345268,1.133123360321219,0.594079137354328,0.5719957484860895,-0.08908441675506636
34,0.038974639826826044,-0.04596841545345268,0.7790673543064162,-0.33009975083000637,0.46392558325760613,-0.0902354976956788
35,0.7182427765467887,-0.04596841545345268,-0.4683238521778611,-0.29612526564261565,-0.5719380866932199,-0.08922969846538102
36,2.180406297338766,-0.04596841545345268,0.23105487584712417,0.5144902656734113,0.4462998914419943,-0.08810841770095712
37,0.7833634405218562,-0.04596841545345268,0.01661184943584828,-0.5487437331859155,0.07621542500373711,-0.0775414328833902
38,0.4876656762620322,-0.04596841545345268,1.6764249942802354,-0.4266142960645394,1.6182485327501628,-0.06222636009684069
39,-0.5510556059893434,-0.04596841545345268,-0.17184823563359103,-0.5246807975267362,-0.06184427771586393,-0.04714535150227035
40,-0.5132669136237292,-0.04596841545345268,-0.11118596274077881,-0.3604737391363915,0.27236429930532696,-0.06081792878843522
41,-0.5352827869980817,-0.04596841545345268,-0.18388660011086014,-0.4762102841051547,-0.011961424461710708,-0.057399971166535835
42,-0.541910566159739,-0.04596841545345268,-0.172067550397489,-0.4782527256971432,0.24174695870840876,-0.04987961298426757
43,-0.5384160010963498,-0.04596841545345268,-0.15647965937652974,-0.49903412904292255,0.16216743482239715,-0.03915703628897637
44,-0.41224039612072005,-0.04596841545345268,-0.03459060360019155,-0.5427197881238253,0.477272470228991,-0.08788565441284034
45,1.350348753405714,-0.04596841545345268,10.400394476981761,-0.5507592197851705,22.658742427288185,-0.05370209850428718
46,-0.5002751329154711,-0.04596841545345268,-0.3922448592238087,-0.5333066129361389,-0.18946512430747273,-0.06952856904036742
47,-0.5513164575313323,-0.04596841545345268,-0.06805659547950244,-0.4103682487578623,0.16154579772459393,-0.0680203813195253
48,-0.4968101706724595,-0.04596841545345268,-0.14595415462283542,-0.3955393914360699,0.14313084246980123,0.01821562358960547
49,-0.25160567027291403,-0.04596841545345268,-0.32374054486640375,-0.1739225786291035,0.035486983769374494,-0.08928732923874522
50,-0.5303010926173021,-0.04596841545345268,-0.24836400281448306,-0.5223277636562387,0.1627664820239421,-0.056166703510183165
51,-0.46019879971486194,-0.04596841545345268,-0.5642034990741039,-0.37816011801608046,-0.4381183842815868,-0.08127773089320373
52,-0.19884640454152797,-0.04596841545345268,0.035299819650704,-0.2349705510985494,0.33747611211360656,-0.0807741372866715
53,-0.5333265235508203,-0.04596841545345268,-0.20476764389273838,-0.5960564032085971,0.33848029739990804,-0.03009567008584904
54,-0.5664661865651056,-0.04596841545345268,-0.2871710472612765,-0.5502773211473301,-0.04214548134416185,-0.06519457683075104
55,-0.5239172084222966,-0.04596841545345268,-0.2916834230753022,-0.5063576634565891,0.10801268868058689,-0.06366537184166579
56,-0.5449800041205154,-0.04596841545345268,-0.4058945150039718,-0.4871382890611463,-0.21007928079062396,-0.058653855272613215
57,-0.5310698639136717,-0.04596841545345268,-0.20669333663627681,-0.48878508843355056,0.0300885917428527,-0.07517565685248226
58,-0.5258189111933659,-0.04596841545345268,-0.31582471223562264,-0.5226432071119493,0.01974886193823284,-0.06237758442523771
59,-0.46676315946323155,-0.04596841545345268,-0.31483657674708004,-0.39804275500594544,-0.10506188890906004,-0.07450402522648948
60,-0.568092413977696,-0.04596841545345268,-0.4553823165652541,-0.5544424654920999,-0.2097205949406473,-0.06791828886910208
61,-0.5358589235662514,-0.04596841545345268,-0.4782461822193915,-0.40344275292986015,-0.3190709879688681,-0.078252746431414
62,-0.5521686022873383,-0.04596841545345268,-0.4041062119574009,-0.5535575585532628,-0.18627416907888186,-0.0717634838237385
63,-0.4605902286318418,-0.04596841545345268,-0.5064609015073387,0.26849409345158715,-0.33501844586973073,-0.07115305692034024
64,-0.5410859803251459,-0.04596841545345268,-0.5156278282897936,-0.1676107111577997,-0.2864485971795799,-0.06915253450719747
65,-0.5981402481652499,-0.04596841545345268,-0.43014587083910316,-0.38137134171606135,-0.15026507784577,-0.06024776361871911
66,-0.557011883197234,-0.04596841545345268,-0.5324146236476803,-0.40836910035773794,-0.32645851493741496,-0.0767606765124103
67,-0.5723731959340121,-0.04596841545345268,-0.4784636893371237,-0.5193208710744395,-0.2483889772574966,-0.062360502381081255
68,0.376446045920826,-0.04596841545345268,0.18243166311677786,0.8518268580004652,0.17335459054368957,-0.07500483647976754
69,-0.20212425986492058,-0.04596841545345268,-0.33818115462356796,0.7860034277408314,-0.4947736104669677,-0.0599270795945072
70,0.0798128791019456,-0.04596841545345268,-0.30735486550170577,0.6856265642262986,-0.41222190283651544,-0.08229994349068752
71,0.9639521850977119,-0.04596841545345268,1.233962734615027,0.5004905566247285,0.6721712128181861,-0.08570835677094882
72,1.0256737672229774,-0.04596841545345268,-0.19785217008671652,2.1417433681295535,-0.25531099389574163,-0.07367763534092388
73,0.07773956898910077,-0.04596841545345268,0.13566395930163194,0.4538326894993293,-0.07165896130249456,-0.06892423810310729
74,-0.04035433563201335,-0.04596841545345268,0.0359183642821476,0.49473852727954154,-0.27814485835300606,-0.07161863201765392
75,0.49838642037940695,-0.04596841545345268,0.4154969790758841,0.038040607789412886,0.16614036729382786,-0.07514457721680881
76,-0.15941142755597756,-0.04596841545345268,-0.1947657533713438,0.2681717444532616,-0.3625211340801459,-0.06658600604385828
77,0.46861521609400375,-0.04596841545345268,0.3112560549814849,1.166277478333531,-0.07761092884435382,-0.07034592902921431
78,-0.17751957839615848,-0.04596841545345268,-0.04861200471549271,0.8569164658543845,-0.36055922576073973,-0.08144501331276255
79,0.027518103597048007,-0.04596841545345268,-0.3933423604917837,0.5618988234927613,-0.46156768194128417,-0.08030816272418324
80,-0.25674316270809583,-0.04596841545345268,-0.260341680263303,0.7358509962653355,-0.2038382461222754,-0.0876150535629537
81,0.16469562250512182,-0.04596841545345268,0.07806473968177763,0.684471513195224,0.15985192931733017,-0.05615918398230561
82,0.10179091986559907,-0.04596841545345268,-0.06021114605870922,0.8186266215830632,-0.31701166348183357,-0.07981385002559976
83,0.2406413999349901,-0.04596841545345268,-0.020803232424974685,0.2393960522167552,-0.059164593573836986,-0.07861608526150661
84,0.12800742047556857,-0.04596841545345268,0.7129949652505317,0.491795336569174,0.36935105529507245,-0.08530661366311387
85,0.4800506526213358,-0.04596841545345268,0.6300410168895548,0.4690003801088528,0.22631737558160042,-0.06795673343087635
86,0.16125724244211773,-0.04596841545345268,0.24880151085880256,0.5726210435615583,0.03138660450995727,-0.08527202177815213
87,0.3056207891681807,-0.04596841545345268,0.167386188591856,0.9977502449878575,-0.033741772400280104,-0.07954207081327533
88,0.6500900414772444,-0.04596841545345268,-0.07203440204315294,2.8493484114870498,-0.18681929864201557,-0.0870273061250962
89,-0.05561749123216375,-0.04596841545345268,-0.42979664565711934,0.7278383613371042,-0.5335697903956416,-0.08228100677841506
90,-0.11301833467285344,-0.04596841545345268,-0.5450720458656165,1.8554982091264371,-0.6177261911241814,-0.08258401953575613
91,0.7591219753547711,-0.04596841545345268,-0.4408847198630058,4.892436967881294,-0.28921805580075727,-0.09019375418845768
92,0.5702427474598721,-0.04596841545345268,0.03329485257512456,3.5846435500457896,-0.2572756664348547,-0.08717945226460826
93,0.5255213987622143,-0.04596841545345268,-0.6955915595800104,3.928589021951126,-0.7480056111063839,-0.09018024875730828
94,0.2567048735023875,-0.04596841545345268,-0.6481240636230567,2.912150787129084,-0.6897338262330215,-0.07898472674336546
95,-0.5300194819388684,-0.04596841545345268,-0.6720534724995199,-0.5529640468769217,-0.718730365181237,0.005014073016094348
96,-0.538488666795385,-0.04596841545345268,-0.6750836680148085,-0.598415722203324,-0.7102978514337456,-0.008689879429785023
97,-0.48083070508294573,-0.04596841545345268,-0.6930023004024949,-0.30054184104184467,-0.7399835433374591,-0.0471829550545308
98,-0.48286684083598264,-0.04596841545345268,-0.6687261791185374,-0.5986401377931841,-0.7029235012229275,-0.05539346299938587
99,-0.4486400539514575,-0.04596841545345268,-0.663046520764823,-0.28107919296246303,-0.6940462305637058,-0.07293787205401059
100,-0.43723663935967644,-0.04596841545345268,-0.6810606157204007,-0.470527417702668,-0.7220371928363976,-0.029041907873522167
101,-0.5099445492431308,-0.04596841545345268,-0.6588213872240481,-0.44142821666228693,-0.6988308602767471,-0.04407550566062831
102,-0.48549665459562225,-0.04596841545345268,-0.6738461170348415,-0.5014076492573877,-0.7089952267214246,-0.07841068212036328
103,-0.4505943225063235,-0.04596841545345268,-0.6558661442363493,-0.5869078012032236,-0.676886864052954,-0.062472500721783404
104,-0.43504930241314077,-0.04596841545345268,-0.6297340558483657,-0.559697531534584,-0.6544825258634422,-0.05928908913916942
105,-0.5378101214024665,-0.04596841545345268,-0.6646337891624569,-0.5621845224739187,-0.6966123613491233,-0.04908935368970137
106,-0.529583132164874,-0.04596841545345268,-0.6708128481737673,-0.5406510981973013,-0.7171984140039034,0.005014180781623144
107,-0.4725419208507566,-0.04596841545345268,-0.6516756501547777,-0.5966709318663501,-0.6679975197915842,-0.04405778342251097
108,-0.3492629612771026,-0.04596841545345268,-0.6281704120269329,-0.5178778085126854,-0.6414197679008585,-0.06674120136708199
109,-0.4635541986212984,-0.04596841545345268,-0.6473792626239195,-0.596786387846442,-0.6604408185370887,-0.04070317874437341
110,-0.4535055468991014,-0.04596841545345268,-0.662119404216665,-0.37507698742979245,-0.6925749759354493,-0.07293773733373739
111,-0.5421892353268724,-0.04596841545345268,-0.6539389716654188,-0.45526185264109226,-0.6713633716990868,-0.010954142976259518
112,-0.37006514460494394,-0.04596841545345268,-0.6535745580800912,-0.1408694338163061,-0.6847828144376302,-0.06835412485838063
113,-0.454212032869302,-0.04596841545345268,-0.6404644659899708,-0.34337186738089476,-0.6653498312285494,-0.0687113918653918
114,-0.448942880482187,-0.04596841545345268,-0.6063441967848112,-0.478124080626935,-0.5832499993532566,-0.05633438107065176
115,-0.5581631991681214,-0.04596841545345268,-0.6750662559829759,-0.5986915349134565,-0.7021968630404751,-0.07175055927355013
116,-0.5385244945522842,-0.04596841545345268,-0.6700967381093387,-0.5994995431168122,-0.701813159095231,-0.00868991685862677
117,-0.4553484256631037,-0.04596841545345268,-0.6066361854515604,-0.5995228811395367,-0.5837328789413841,-0.05633442209576329
118,-0.5385519754342394,-0.04596841545345268,-0.664633695819396,-0.5842590355602322,-0.6966122775471312,-0.04908936272925515
119,-0.4649336828051434,-0.04596841545345268,-0.6703475972181019,-0.5997231253312517,-0.7056493987925249,-0.072937739827355
120,-0.5316588989705913,-0.04596841545345268,-0.6902135555294902,-0.5994568877315671,-0.741156383737829,0.005014166753081343
121,-0.26925505444175385,-0.04596841545345268,-0.6134341842820766,-0.48171063217495125,-0.6542678937913687,-0.08586135756604539
122,-0.38289734315013596,-0.04596841545345268,-0.5251620914636217,-0.4771865603464936,-0.5263546821253392,-0.05093715236161509
123,-0.4882814190981999,-0.04596841545345268,-0.6144279110212958,-0.23751954737356182,-0.6259891854594464,-0.07957768596702454
124,-0.42564452694836963,-0.04596841545345268,-0.5755123861701666,-0.46915453230947834,-0.6024881702172445,-0.0880048874808546
125,-0.5169741227375986,-0.04596841545345268,-0.6440471509389235,-0.5915023405667342,-0.6742085414315385,-0.07932324879164789
126,-0.2028496331832662,-0.04596841545345268,-0.4959919714731412,-0.33620547833320563,-0.5170173912637456,-0.08903097853405378
127,-0.45807799108758507,-0.04596841545345268,-0.6380725898069673,-0.5685994253777176,-0.6456615207346066,-0.08690787037341342
128,-0.46024599862962545,-0.04596841545345268,-0.5994533680149849,-0.5989423317127772,-0.5886564226427883,-0.08519049987694594
129,-0.3313677672933532,-0.04596841545345268,-0.6339128439748067,-0.564229775795154,-0.6592308472626314,-0.08218324568557132
130,-0.39151243593847795,-0.04596841545345268,-0.45954535874407926,-0.35917661927698274,-0.4295181947659454,-0.08403816564250303
131,-0.3721194133155506,-0.04596841545345268,-0.6281993454666458,0.054096980693168775,-0.6544418205645665,-0.08222573820155399
132,-0.19820134085545416,-0.04596841545345268,-0.5612159283148246,0.4491915251394967,-0.545478840606947,-0.0854904992839226
133,-0.11342094304500565,-0.04596841545345268,-0.4763791073590927,0.24848003962866205,-0.49458581116450084,-0.088919534841947
134,-0.45713272665070465,-0.04596841545345268,-0.6239023596881467,-0.5490910782942178,-0.6508639678815082,-0.08003181857777304
135,-0.4026873414761071,-0.04596841545345268,-0.5792185292282526,-0.5121622813592028,-0.5832634758101443,-0.08287098755761092
136,-0.3631233749914359,-0.04596841545345268,-0.5909497629397356,-0.4952337939931459,-0.6133392836255602,-0.08634543016224996
137,-0.34624204649197016,-0.04596841545345268,-0.5457034674398039,-0.35040397919974625,-0.5395120032921685,-0.074279411410053
138,-0.4053734660612784,-0.04596841545345268,-0.6545524165435193,-0.5808937619711009,-0.6950073064806693,-0.0874502269881306
139,-0.16127532017084079,-0.04596841545345268,-0.6646113318841195,-0.48644781888198024,-0.7079998691029831,-0.08340355895776239
140,-0.4608453443017075,-0.04596841545345268,-0.6101069067728653,-0.5944104296658019,-0.6163247729719361,-0.08455251605329717
141,-0.42414254378288646,-0.04596841545345268,-0.6633434040204177,-0.44759872751984736,-0.7052435833105096,-0.0819527566734019
142,-0.2972759641322126,-0.04596841545345268,-0.5697387292620032,-0.3956960739628113,-0.5908289520058762,-0.08751058551701862
143,-0.06232139876252609,-0.04596841545345268,-0.6451203185015412,-0.4452371749167255,-0.6847068975722959,-0.08167836270362525
144,-0.41710979046167423,-0.04596841545345268,-0.6725019363768715,-0.5994790604147519,-0.7131199319626109,-0.08864503370649345
145,-0.26825522710598265,-0.04596841545345268,-0.5839060961204227,-0.41333818621754365,-0.6144513895561784,-0.08504645975762498
146,-0.31916958246265426,-0.04596841545345268,-0.612068683245506,-0.3269115859552788,-0.64555954611657,-0.08878881514186522
147,-0.43716359173832325,-0.04596841545345268,-0.6599367627764119,-0.47029407461754263,-0.7018702230319647,-0.07783077953572731
148,-0.29949389259638703,-0.04596841545345268,-0.6189948092334555,-0.34782803666997214,-0.6759482315752429,-0.08454178966398174
149,-0.3557706997378452,-0.04596841545345268,-0.6189829863473999,-0.22151787040840223,-0.6671335384507537,-0.0791441559362466
150,-0.39650261102037127,-0.04596841545345268,-0.5740395639807649,-0.3485699241198414,-0.6095744988669636,-0.0727762695427723
151,-0.34561367976274066,-0.04596841545345268,-0.6033343810000067,-0.344932396090614,-0.612525274211246,-0.0754359227243563
152,-0.40313797836322485,-0.04596841545345268,-0.583410756322836,-0.5674024657771329,-0.5806839488362578,-0.08665363341797826
153,-0.40545181767773036,-0.04596841545345268,-0.5945271514231639,-0.3531499619141996,-0.659423007017377,-0.08134108675916278
154,-0.4247484438261295,-0.04596841545345268,-0.6447451933222534,-0.4622614028299407,-0.6642653518238683,-0.06727510527437677
155,-0.4022326333589627,-0.04596841545345268,-0.6170664931751952,-0.5050297466690329,-0.6354976123310191,-0.0828709881647628
156,-0.5128508963724386,-0.04596841545345268,-0.6536940355599786,-0.5249467716348034,-0.6987481026987206,-0.06149742175499646
157,-0.42342305227210497,-0.04596841545345268,-0.654591048936441,-0.46233966202645826,-0.7064530204692324,-0.06985855125080308
158,-0.5621114847754941,-0.04596841545345268,-0.655161182392958,-0.5997351790589202,-0.6796964122343385,-0.08297226022444477
159,-0.4809282343870596,-0.04596841545345268,-0.6456294242081709,-0.552384178191794,-0.6762840827171002,-0.06407037214696355
160,-0.13656936226409666,-0.04596841545345268,-0.509660772789482,-0.5463418620235007,-0.5295398166706804,-0.08905119889898905
161,-0.3714551940654938,-0.04596841545345268,-0.6311768520117202,-0.41798373234971326,-0.6765485958561033,-0.08710443427066084
162,-0.38053745645752,-0.04596841545345268,-0.5977133179062313,-0.5997358842984386,-0.622311761518378,-0.08712982564514041
163,-0.26308882569598063,-0.04596841545345268,-0.6164261085460151,-0.468353965193372,-0.6538731206017536,-0.08544044095906034
164,-0.3653136123452337,-0.04596841545345268,-0.6098797624458259,-0.5807718637019376,-0.63308822203089,-0.08849447872344604
165,-0.48482912155261665,-0.04596841545345268,-0.6834157832609743,-0.3586032996182811,-0.7163957007820305,-0.06828896544325369
166,-0.5618458600183274,-0.04596841545345268,-0.6125125146347138,-0.599656739272547,-0.5667809207888493,-0.08559162634076692
167,0.040343063270199785,-0.04596841545345268,-0.31411047951652205,-0.3477492078544004,-0.2165263250416696,-0.08823276282113238
168,-0.37073862868068297,-0.04596841545345268,-0.5983358411235477,-0.5092283993621045,-0.5633312883849328,-0.08728031626388662
169,-0.5322964918361548,-0.04596841545345268,-0.5649665873428747,-0.5970806270837388,-0.4495628283099924,-0.08933407025364441
170,-0.5013717107709885,-0.04596841545345268,-0.6338915516845188,-0.5572513987038716,-0.6385640405790869,-0.08124300788469861
171,-0.5525128371371101,-0.04596841545345268,-0.6147863400472809,-0.5341148961861791,-0.601465362276142,-0.0888540690089785
172,-0.6366912144971469,-0.04596841545345268,-0.5542532214158566,-0.5961037835277702,-0.48571042626894634,0.2732959381396907
173,-0.5804103228103996,-0.04596841545345268,-0.3914265414649192,-0.5973917831350304,-0.3575158050889353,0.0030042261839576955
174,-0.5785792836723892,-0.04596841545345268,-0.6100336661990016,-0.5987648795456179,-0.5537337654643889,-0.057334332167975156
175,-0.3424542076871375,-0.04596841545345268,-0.6167740403066497,-0.587191640169237,-0.574568865409101,-0.0893387217447051
176,-0.5635763057895521,-0.04596841545345268,-0.45157522215691304,-0.5840006433360599,-0.30934612558682817,-0.08447446169902466
177,-0.604992869656487,-0.04596841545345268,-0.6174045067533639,-0.5955682622058932,-0.5908523870836025,-0.04940404763785538
178,-0.5461651685842761,-0.04596841545345268,-0.6756901667530785,-0.5718081101483198,-0.6923470371772995,-0.08881445396304273
179,-0.5849919235204817,-0.04596841545345268,-0.6457117833763278,-0.5832650643087728,-0.6574109457232933,-0.08590819190335519
180,-0.5740758876681383,-0.04596841545345268,-0.5857739713121635,-0.5812355824870581,-0.5260232431010449,-0.06865706271858749
181,-0.512951213554101,-0.04596841545345268,-0.5886180941235272,-0.5139243274175105,-0.45787673901996506,-0.08911091018557428
182,-0.5242164249228299,-0.04596841545345268,-0.5822526525800729,-0.5984480721399628,-0.5234197231425508,-0.08385813681570026
183,-0.43232676785004986,-0.04596841545345268,-0.604118782049984,-0.3985994670808944,-0.5519256835106081,-0.09024639705801707
184,-0.5796938532716599,-0.04596841545345268,-0.61545057905992,-0.5990141729292238,-0.5660924430400427,-0.05982123468957405
185,-0.5997989886536975,-0.04596841545345268,-0.5551102385514921,-0.591779395099681,-0.4569740789695124,-0.07467128170712085
186,-0.30549819601746214,-0.04596841545345268,-0.47932717447605694,0.24550130078854354,-0.4052345181479625,-0.08634600503871849
187,-0.4263801793035981,-0.04596841545345268,-0.2587063871503463,2.386062412653497,-0.0032378019799721033,-0.08503591819662018
188,-0.4774687701931369,-0.04596841545345268,-0.31719887050366624,0.01895114106702074,-0.16995700954076903,-0.08333410480526865
189,-0.3260679249042084,-0.04596841545345268,0.36678001498399565,-0.0894785394657893,0.3431297055112452,-0.08146769407913836
190,-0.43604077026325305,-0.04596841545345268,-0.22141680838636255,0.7877633811067196,-0.06641651093653342,-0.08395154998342029
191,-0.22352574490192212,-0.04596841545345268,-0.29164382136154615,-0.25467044377757775,-0.08624126802198134,-0.08819940925797239
192,-0.5616572824895221,-0.04596841545345268,-0.6154983060716432,-0.5985782108711509,-0.5663044983099329,-0.08559609440968839
193,-0.1941776096622232,-0.04596841545345268,-0.19836055927586788,-0.5894415538822714,-0.05873691010654835,-0.08984177879737065
194,-0.30443695551847466,-0.04596841545345268,-0.5002465461991518,-0.2590076449012509,-0.3925926292909618,-0.0845313834298037
195,-0.4477538503800471,-0.04596841545345268,-0.5911518881996708,-0.5997359939404796,-0.5252799983019879,-0.08849634835620417
196,-0.5998673898609045,-0.04596841545345268,-0.5562529415766135,-0.5997357319530388,-0.4558926333742884,-0.07798589886637518
197,-0.4708615593999632,-0.04596841545345268,-0.5800070318712627,-0.5951481689908565,-0.45510152851947633,-0.07286921126869775
198,-0.5853724279350194,-0.04596841545345268,-0.6328254752572237,-0.5997352109881974,-0.6348089628849942,-0.08591428184626504
199,-0.5786027075695136,-0.04596841545345268,-0.5939968056555189,-0.5997357786136516,-0.5183738988963934,-0.057334443146764176
200,-0.5934582140141196,-0.04596841545345268,-0.6447264038239843,-0.5940050474063555,-0.6018750119961466,-0.08730578873764368
201,-0.6096323388942836,-0.04596841545345268,-0.6830211075182631,0.6737062465935911,-0.7032689263204094,-0.08685849717574463
202,-0.5474026993239456,-0.04596841545345268,-0.6047641544021106,-0.5997357319530427,-0.5912455121359843,-0.0831400106827982
203,-0.55439499377319,-0.04596841545345268,-0.615409327549577,-0.5987294936396466,-0.6019730278360494,-0.08849287289891643
204,-0.5992881173791768,-0.04596841545345268,-0.5959480409299444,-0.5997304670699377,-0.48332510312959864,-0.06504730564627222
205,-0.4469407300933713,-0.04596841545345268,0.01459600686917807,-0.5055546745949462,0.39928302130697957,-0.08560451538733554
206,-0.045936914996624265,-0.04596841545345268,0.3125302466691027,-0.13076164769399454,0.6519252121581963,-0.08724667027080259
207,-0.4244087949723586,-0.04596841545345268,0.01565120145336718,-0.5056447097792671,0.47175669906106116,-0.08383904679693514
208,-0.37000416415333587,-0.04596841545345268,0.28060300168273644,-0.4182442327727278,0.7480760643010992,-0.08738704534340244
209,-0.10589973471037689,-0.04596841545345268,-0.27940315383165504,-0.4750013363471565,0.04916320022524176,-0.08897873614519121
210,6.9046621708676135,-0.04596841545345268,3.134705449049164,2.324693124432409,2.6387774171795657,-0.08952148377700903
211,10.007815362686573,-0.04596841545345268,0.22826553596181715,1.959029846436769,1.1797533126899122,-0.09041898886205695
212,7.4504353595878285,-0.04596841545345268,1.4750263857493302,2.897019223793017,3.7584220711755534,-0.09031982189493487
213,1.660866297139678,-0.04596841545345268,2.093202756597277,0.10969771059901648,2.2996606799625967,-0.08544156508722829
214,8.115244240987408,-0.04596841545345268,4.005701036479752,3.3748358906952336,3.5071531060474763,-0.08819941794657704
215,7.493866719760039,-0.04596841545345268,1.964216497219675,4.202270968914509,3.8983776018732375,-0.08922319507966586
216,9.34536074187442,-0.04596841545345268,0.2429460087769654,1.3874487380070348,1.212850385585588,-0.09035176649763445
217,2.68672734065298,-0.04596841545345268,0.7137351032146588,0.9187643818363302,0.5230708870412055,-0.08702271872951334
218,12.427497554201954,-0.04596841545345268,0.6572962995248427,1.7666080025819877,0.8921144278816513,-0.09028480629084547
219,10.80891498549961,-0.04596841545345268,2.545172707045218,1.604348635108358,2.78404673390737,-0.08943803912293129
220,7.480363654077202,-0.04596841545345268,0.3783032279622488,3.2483209294210034,0.5230721405480274,-0.08975981755703745
221,8.239243973328914,-0.04596841545345268,3.0292735824079906,3.957908956492288,4.028585932572124,-0.08930833503917063
222,4.536924119966606,-0.04596841545345268,1.8846381589507504,2.505017377983199,3.855936409954255,-0.09006840941759901
223,6.798791893129746,-0.04596841545345268,0.5541793061921737,0.4056136742371354,0.14942464340171308,-0.08723863594688715
224,0.962501735882196,-0.04596841545345268,2.8264658976430614,-3.3556728799292146,3.820845904910645,-0.08828946512248738
225,8.78805049016876,-0.04596841545345268,1.829213829702216,3.7695634318468434,2.9672831269305395,-0.08680909555942408
226,6.015789262809097,-0.04596841545345268,1.2788242774369873,3.3860020414663428,2.135390616103261,-0.08718034382717285
227,8.128965284542867,-0.04596841545345268,4.632867234294113,2.3978920327914555,3.6625039301057054,-0.08704020290398119
228,4.323111312442433,-0.04596841545345268,3.1936405962703547,-0.03214431952248448,2.64879461020892,-0.08694977660807042
229,5.0879154271268385,-0.04596841545345268,1.3340203729149136,1.36108503226961,3.359216326485919,-0.09015661582838741
230,-0.48448127951793046,-0.04596841545345268,1.0909372390313008,-0.5681006776588295,0.8766601980758029,-0.06754918114124675
